Name,Year,Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Key
Overlord II,2009,Action,0.0,0.03,0.0,0.01,0.03,OveII09Act
Overlord: Minions,2009,Puzzle,0.07,0.0,0.0,0.01,0.07,OveMin09Puz
Overlord: Raising Hell,2008,Action,0.07,0.04,0.0,0.02,0.13,OveRaiHel08Act
Over the Hedge,2006,Platform,0.07,0.02,0.0,0.0,0.1,OvetheHed06Pla
Over the Hedge,2006,Platform,0.25,0.01,0.0,0.02,0.28,OvetheHed06Pla
Over the Hedge,2006,Platform,0.45,0.02,0.0,0.07,0.54,OvetheHed06Pla
Over the Hedge,2006,Platform,0.27,0.07,0.0,0.01,0.35,OvetheHed06Pla
Over the Hedge,2006,Platform,0.19,0.07,0.0,0.0,0.27,OvetheHed06Pla
Over the Hedge: Hammy Goes Nuts!,2006,Platform,0.05,0.0,0.0,0.0,0.05,OvetheHedHamGoeNut06Pla
Over the Hedge: Hammy Goes Nuts!,2006,Platform,0.12,0.0,0.0,0.01,0.13,OvetheHedHamGoeNut06Pla
Oyaku de Asoberu DS Ehon: Ukkari Penelope,2008,Simulation,0.0,0.0,0.02,0.0,0.02,OyadeAsoDSEhoUkkPen08Sim
Ozzy & Drix,2003,Platform,0.01,0.0,0.0,0.0,0.02,Ozz&Dri03Pla
P.N.03 - Product Number Three,2003,Shooter,0.06,0.02,0.0,0.0,0.08,P.N-ProNumThr03Sho
P.T.O. IV: Pacific Theater of Operations,2002,Strategy,0.04,0.03,0.0,0.01,0.08,P.TIV:PacTheofOpe02Str
PAC-MAN and the Ghostly Adventures,2013,Platform,0.05,0.04,0.0,0.01,0.09,PACandtheGhoAdv13Pla
PAC-MAN and the Ghostly Adventures,2013,Platform,0.04,0.01,0.0,0.0,0.05,PACandtheGhoAdv13Pla
PAC-MAN and the Ghostly Adventures,2013,Platform,0.03,0.04,0.0,0.01,0.09,PACandtheGhoAdv13Pla
PAC-MAN and the Ghostly Adventures,2013,Platform,0.04,0.03,0.0,0.01,0.08,PACandtheGhoAdv13Pla
PANGYA: Fantasy Golf,2009,Sports,0.09,0.0,0.04,0.01,0.14,PANFanGol09Spo
PBR: Out of the Chute,2008,Sports,0.1,0.08,0.0,0.03,0.2,PBROutoftheChu08Spo
PBR: Out of the Chute,2008,Sports,0.12,0.0,0.0,0.01,0.13,PBROutoftheChu08Spo
PC Engine Best Collention: Ginga Ojousama Densetsu Collection,2008,Adventure,0.0,0.0,0.01,0.0,0.01,PCEngBesColGinOjoDenCol08Adv
PC Engine Best Collection: Tengai Makyou Collection,2008,Role-Playing,0.0,0.0,0.02,0.0,0.02,PCEngBesColTenMakCol08Rol
PDC World Championship Darts 2008,2008,Sports,0.02,0.21,0.0,0.01,0.24,PDCWorChaDar20008Spo
PDC World Championship Darts 2009,2009,Sports,0.0,0.02,0.0,0.0,0.02,PDCWorChaDar20009Spo
PDC World Championship Darts 2008,0,Sports,0.01,0.0,0.0,0.0,0.02,PDCWorChaDar2000Spo
PDC World Championship Darts 2008,0,Sports,0.01,0.0,0.0,0.0,0.01,PDCWorChaDar2000Spo
PDC World Championship Darts: Pro Tour,2010,Sports,0.0,0.02,0.0,0.0,0.02,PDCWorChaDarProTou10Spo
PDC World Championship Darts: Pro Tour,2010,Sports,0.0,0.09,0.0,0.03,0.11,PDCWorChaDarProTou10Spo
PDC World Championship Darts: Pro Tour,2010,Sports,0.0,0.1,0.0,0.01,0.11,PDCWorChaDarProTou10Spo
PD Ultraman Battle Collection 64,1999,Strategy,0.0,0.0,0.04,0.0,0.04,PDUltBatCol6499Str
PES 2009: Pro Evolution Soccer,2008,Sports,0.13,0.76,0.03,0.09,1.0,PES200ProEvoSoc08Spo
PES 2009: Pro Evolution Soccer,2008,Sports,0.13,0.07,0.26,2.05,2.5,PES200ProEvoSoc08Spo
PES 2009: Pro Evolution Soccer,2008,Sports,0.11,1.34,0.4,0.26,2.11,PES200ProEvoSoc08Spo
PES 2009: Pro Evolution Soccer,2009,Sports,0.09,0.26,0.05,0.05,0.45,PES200ProEvoSoc09Spo
PES 2009: Pro Evolution Soccer,0,Sports,0.04,0.33,0.26,0.17,0.8,PES200ProEvoSoc0Spo
PGA European Tour,2000,Sports,0.01,0.0,0.0,0.0,0.01,PGAEurTou00Spo
PGA Tour 96,1995,Sports,0.13,0.09,0.0,0.02,0.24,PGATou9695Spo
PGA Tour 97,1996,Sports,0.16,0.11,0.0,0.02,0.29,PGATou9796Spo
PGR3 - Project Gotham Racing 3,2005,Racing,0.49,0.03,0.03,0.05,0.6,PGR-ProGotRac305Rac
PGR4 - Project Gotham Racing 4,2007,Racing,0.48,1.29,0.02,0.25,2.05,PGR-ProGotRac407Rac
PGR: Project Gotham Racing 2,2003,Racing,0.97,0.59,0.04,0.07,1.67,PGRProGotRac203Rac
PO'ed,1996,Shooter,0.02,0.01,0.0,0.0,0.04,PO'96Sho
PQ2: Practical Intelligence Quotient,2006,Puzzle,0.04,0.0,0.0,0.0,0.05,PQ2PraIntQuo06Puz
PQ: Practical Intelligence Quotient,2005,Puzzle,0.07,0.0,0.0,0.01,0.08,PQ:PraIntQuo05Puz
PaRappa The Rapper,2006,Misc,0.1,0.0,0.02,0.01,0.14,PaRTheRap06Mis
PaRappa The Rapper 2,2001,Misc,0.07,0.05,0.0,0.02,0.14,PaRTheRap201Mis
PaRappa The Rapper,1996,Misc,0.26,0.16,1.46,0.03,1.92,PaRTheRap96Mis
Pac-Man & Galaga Dimensions,2011,Misc,0.1,0.04,0.04,0.01,0.19,Pac&GalDim11Mis
Pac 'n Roll,2005,Platform,0.09,0.0,0.02,0.01,0.11,Pac'nRol05Pla
Pac-Pix,2005,Puzzle,0.16,0.0,0.1,0.01,0.27,Pac05Puz
PachiPara 13: Super Umi no Pachi-Pro Fuuunroku,2006,Misc,0.0,0.0,0.06,0.0,0.06,Pac13:SupUminoPacFuu06Mis
PachiPara 14: Fuu to Kumo to Super Umi in Okinawa,2007,Misc,0.0,0.0,0.05,0.0,0.05,Pac14:FuutoKumtoSupUmiinOki07Mis
PachiPara 15: Super Umi Monogatari in Okinawa 2,2010,Misc,0.0,0.0,0.02,0.0,0.02,Pac15:SupUmiMoninOki210Mis
PachiPara 3D,2011,Misc,0.0,0.0,0.02,0.0,0.02,Pac3D11Mis
PachiPara 3D: Ooumi Monogatari 2 - Pachi Pro Fuuunroku Hana,2012,Action,0.0,0.0,0.02,0.0,0.02,Pac3D:OouMon2-PacProFuuHan12Act
Pac-Man,1982,Puzzle,7.28,0.45,0.0,0.08,7.81,Pac82Puz
Pac-Man,1984,Puzzle,0.27,0.08,0.85,0.02,1.22,Pac84Puz
Pac-Man: Adventures in Time,2006,Fighting,0.76,1.1,0.12,0.65,2.63,PacAdvinTim06Fig
Pac-Man All-Stars,2011,Fighting,0.2,0.08,0.04,0.04,0.35,PacAll11Fig
Pachi-Slot Aruze Oukoku 2,1999,Misc,0.0,0.0,0.5,0.04,0.54,PacAruOuk299Mis
Pachi-Slot Aruze Oukoku 3,2000,Misc,0.0,0.0,0.1,0.01,0.11,PacAruOuk300Mis
Pachi-Slot Aruze Oukoku 4,2000,Misc,0.0,0.0,0.49,0.03,0.53,PacAruOuk400Mis
Pachitte Chonmage Tatsujin 10: Pachinko Fuyu no Sonata,2007,Misc,0.0,0.0,0.09,0.0,0.09,PacChoTat10:PacFuynoSon07Mis
Pachitte Chonmage Tatsujin 12: Pachinko Ultraman,2007,Misc,0.0,0.0,0.03,0.0,0.03,PacChoTat12:PacUlt07Mis
Pachitte Chonmage Tatsujin 13: Pachinko Hissatsu Shigotojin III,2007,Misc,0.0,0.0,0.08,0.0,0.08,PacChoTat13:PacHisShiIII07Mis
Pachitte Chonmage Tatsujin 15: Pachinko Fuyu no Sonata 2,2008,Misc,0.0,0.0,0.05,0.0,0.05,PacChoTat15:PacFuynoSon208Mis
Pachitte Chonmage Tatsujin 16: Pachinko Hissatsu Shigotojin III,2010,Misc,0.0,0.0,0.01,0.0,0.01,PacChoTat16:PacHisShiIII10Mis
Pac-Man Collection,2001,Puzzle,2.07,0.77,0.05,0.05,2.94,PacCol01Puz
Pac-Man Fever,2001,Misc,0.25,0.2,0.0,0.07,0.51,PacFev01Mis
Pac-Man Fever,0,Misc,0.21,0.06,0.0,0.01,0.28,PacFev0Mis
Pachi-Slot Higrashi no Naku Koro ni Matsuri,2010,Misc,0.0,0.0,0.02,0.0,0.02,PacHignoNakKorniMat10Mis
Pachinko Kamen Rider: Shocker Zenmetsu Daisakusen,2008,Misc,0.0,0.0,0.03,0.0,0.03,PacKamRidShoZenDai08Mis
Pachi-Slot Kanzen Kouryaku 3: Universal Koushiki Gaido Volume 3,1998,Misc,0.0,0.0,0.15,0.01,0.16,PacKanKou3:UniKouGaiVol398Mis
Pachinko Kaou: Misora Hibari,2007,Misc,0.0,0.0,0.02,0.0,0.02,PacKaoMisHib07Mis
Pacific Liberator,2009,Action,0.03,0.0,0.0,0.0,0.03,PacLib09Act
Pac-Man Party,2010,Misc,0.47,0.09,0.01,0.04,0.61,PacPar10Mis
Pac-Man Party 3D,2011,Misc,0.09,0.04,0.0,0.01,0.15,PacPar3D11Mis
Pac-Man Pinball Advance,2005,Misc,0.08,0.03,0.0,0.0,0.11,PacPinAdv05Mis
Pac-Man Player's Choice Bundle,2003,Misc,0.48,0.12,0.0,0.02,0.62,PacPlaChoBun03Mis
Pac-Man Power Pack,2008,Misc,0.04,0.03,0.0,0.01,0.08,PacPowPac08Mis
"Pachi-Slot Teiou: Golgo 13 Las Vegas (JP sales, but wrong system)",2002,Misc,0.0,0.0,0.01,0.0,0.01,PacTeiGol13LasVeg(JPsalbutwrosys02Mis
Pachinko Wars II,1993,Misc,0.0,0.0,0.05,0.0,0.05,PacWarII93Mis
Pac-Man World 2,2002,Action,1.26,0.05,0.0,0.21,1.51,PacWor202Act
Pac-Man World 2,2002,Action,0.28,0.07,0.0,0.01,0.37,PacWor202Act
Pac-Man World 2,2002,Action,0.36,0.11,0.0,0.02,0.49,PacWor202Act
Pac-Man World 2,2005,Action,0.08,0.03,0.0,0.0,0.11,PacWor205Act
Pac-Man World 3,2005,Platform,0.07,0.02,0.0,0.0,0.09,PacWor305Pla
Pac-Man World 3,2005,Platform,0.1,0.08,0.0,0.03,0.21,PacWor305Pla
Pac-Man World 3,2005,Platform,0.07,0.0,0.0,0.01,0.08,PacWor305Pla
Pac-Man World 3,2005,Platform,0.11,0.04,0.0,0.01,0.15,PacWor305Pla
Pac-Man World 3,2005,Platform,0.16,0.0,0.0,0.01,0.18,PacWor305Pla
Pac-Man World,1998,Action,1.21,0.14,0.1,0.04,1.5,PacWor98Act
Pac-Man World Rally,2006,Racing,0.06,0.02,0.0,0.0,0.08,PacWorRal06Rac
Pac-Man World Rally,2006,Racing,0.01,0.01,0.0,0.0,0.02,PacWorRal06Rac
Pac-Man World Rally,2006,Racing,0.04,0.0,0.0,0.0,0.04,PacWorRal06Rac
Pac-Man and the Ghostly Adventures 2,2014,Adventure,0.03,0.05,0.0,0.01,0.08,PacandtheGhoAdv214Adv
Pac-Man and the Ghostly Adventures 2,2014,Adventure,0.05,0.05,0.0,0.01,0.11,PacandtheGhoAdv214Adv
Pac-Man and the Ghostly Adventures 2,2014,Adventure,0.05,0.04,0.0,0.02,0.11,PacandtheGhoAdv214Adv
Pac-Man and the Ghostly Adventures 2,2014,Adventure,0.05,0.02,0.0,0.01,0.07,PacandtheGhoAdv214Adv
Paddington: Adventures in London,2015,Puzzle,0.0,0.04,0.0,0.0,0.04,PadAdvinLon15Puz
Painkiller,2004,Shooter,0.0,0.02,0.0,0.0,0.02,Pai04Sho
Painkiller: Hell & Damnation,2013,Shooter,0.02,0.02,0.0,0.01,0.04,PaiHel&Dam13Sho
Painkiller: Hell & Damnation,2013,Shooter,0.0,0.01,0.0,0.0,0.02,PaiHel&Dam13Sho
Painkiller: Hell Wars,2006,Shooter,0.03,0.01,0.0,0.0,0.04,PaiHelWar06Sho
Pajama Sam: Don't Fear The Dark,2008,Adventure,0.09,0.0,0.0,0.01,0.1,PajSamDonFeaTheDar08Adv
Pajama Sam: You are What You Eat From Your Head to Your Feet,2001,Adventure,0.02,0.01,0.0,0.0,0.04,PajSamYouareWhaYouEatFroYouHeatoYouFee01Adv
Palais de Reine,2007,Strategy,0.0,0.0,0.01,0.0,0.01,PaldeRei07Str
Pandemonium 2,1997,Platform,0.04,0.02,0.0,0.0,0.07,Pan297Pla
Pandemonium!,1996,Platform,0.12,0.08,0.0,0.01,0.21,Pan96Pla
Panzer Dragoon,1995,Shooter,0.0,0.0,0.37,0.0,0.37,PanDra95Sho
Panzer Dragoon II Zwei,1995,Shooter,0.0,0.0,0.31,0.0,0.31,PanDraIIZwe95Sho
Panzer Dragoon Orta,2002,Shooter,0.16,0.05,0.04,0.01,0.26,PanDraOrt02Sho
Panzer Dragoon Saga,1997,Role-Playing,0.0,0.0,0.11,0.0,0.11,PanDraSag97Rol
Panzer General,1995,Strategy,0.14,0.09,0.0,0.02,0.24,PanGen95Str
Panzer Tactics,2007,Strategy,0.06,0.0,0.0,0.0,0.06,PanTac07Str
Pandora's Tower,2011,Role-Playing,0.13,0.1,0.08,0.03,0.33,PanTow11Rol
Paperboy / Rampage,2005,Misc,0.1,0.04,0.0,0.0,0.13,Pap/Ram05Mis
Paperboy,1999,Action,0.19,0.05,0.0,0.0,0.24,Pap99Act
Paper Mario,2000,Role-Playing,0.58,0.18,0.59,0.02,1.38,PapMar00Rol
Paper Mario: Sticker Star,2012,Role-Playing,1.12,0.39,0.64,0.12,2.27,PapMarStiSta12Rol
Paper Mario: The Thousand-Year Door,2004,Role-Playing,1.48,0.25,0.46,0.06,2.25,PapMarTheThoDoo04Rol
ParaParaParadise,2001,Misc,0.0,0.0,0.03,0.0,0.03,Par01Mis
Pariah,2005,Action,0.08,0.02,0.0,0.0,0.1,Par05Act
ParaWorld,2006,Strategy,0.0,0.02,0.0,0.0,0.02,Par06Str
Parfait,2015,Adventure,0.0,0.0,0.03,0.0,0.03,Par15Adv
Paragon,2016,Action,0.01,0.0,0.0,0.0,0.01,Par16Act
Parodius,1994,Shooter,0.0,0.0,0.31,0.02,0.33,Par94Sho
Parodius,1995,Shooter,0.0,0.0,0.16,0.0,0.17,Par95Sho
Parfait: Chocolat Second Style,2006,Adventure,0.59,0.46,0.01,0.15,1.22,ParChoSecSty06Adv
Parasite Eve,1998,Role-Playing,0.94,0.07,1.05,0.04,2.1,ParEve98Rol
Parasite Eve II,1999,Role-Playing,0.32,0.22,0.0,0.04,0.58,ParEveII99Rol
Parlor! Mini 2,1996,Misc,0.0,0.0,0.07,0.0,0.07,ParMin296Mis
Parlor! Mini 4,1996,Misc,0.0,0.0,0.19,0.0,0.19,ParMin496Mis
Party Pigs: Farmyard Games,2009,Misc,0.07,0.0,0.0,0.0,0.07,ParPigFarGam09Mis
Paranormal Pursuit: The Gifted One,2015,Action,0.0,0.01,0.0,0.0,0.01,ParPurTheGifOne15Act
Paris-Dakar Rally,2001,Racing,0.08,0.06,0.0,0.02,0.15,ParRal01Rac
Pastel Chime Continue,2010,Adventure,0.0,0.0,0.02,0.0,0.02,PasChiCon10Adv
Pass the Pigs,2008,Misc,0.2,0.0,0.0,0.02,0.22,PasthePig08Mis
Patapon,2007,Misc,0.33,0.25,0.07,0.17,0.81,Pat07Mis
Patapon 2,2008,Misc,0.0,0.03,0.06,0.01,0.11,Pat208Mis
Patapon 3,2011,Misc,0.05,0.04,0.17,0.02,0.28,Pat311Mis
Patrician IV,2010,Strategy,0.03,0.0,0.0,0.0,0.04,PatIV10Str
Patrician IV: Gold Edition,2011,Misc,0.0,0.01,0.0,0.0,0.01,PatIV:GolEdi11Mis
Paws & Claws: Dogs & Cats Best Friends,2007,Simulation,0.46,0.01,0.0,0.04,0.51,Paw&ClaDog&CatBesFri07Sim
Paws & Claws: Marine Rescue,2011,Simulation,0.06,0.0,0.0,0.0,0.06,Paw&ClaMarRes11Sim
Paws & Claws: Pampered Pets,2009,Simulation,0.35,0.0,0.0,0.03,0.37,Paw&ClaPamPet09Sim
Paws & Claws: Pampered Pets 2,2011,Simulation,0.06,0.0,0.0,0.0,0.06,Paw&ClaPamPet211Sim
Paws & Claws: Pet Resort,2006,Simulation,0.12,0.04,0.0,0.0,0.16,Paw&ClaPetRes06Sim
Paws & Claws: Pet Resort,2008,Simulation,0.22,0.0,0.0,0.02,0.24,Paw&ClaPetRes08Sim
Paws & Claws: Pet Resort,2009,Simulation,0.1,0.0,0.0,0.01,0.11,Paw&ClaPetRes09Sim
Paws & Claws: Pet Vet,2007,Simulation,0.6,0.0,0.0,0.05,0.64,Paw&ClaPetVet07Sim
Paws & Claws: Pet Vet,2009,Simulation,0.09,0.0,0.0,0.01,0.1,Paw&ClaPetVet09Sim
Paws & Claws: Pet Vet 2,2007,Simulation,0.13,0.0,0.0,0.01,0.14,Paw&ClaPetVet207Sim
Paws & Claws Pet Vet: Australian Adventures,2009,Simulation,0.1,0.0,0.0,0.01,0.11,Paw&ClaPetVetAusAdv09Sim
Paws & Claws: Regal Resort,2010,Simulation,0.04,0.0,0.0,0.0,0.04,Paw&ClaRegRes10Sim
Pawly Pets: My Vet Practice,2007,Strategy,0.0,0.06,0.0,0.01,0.06,PawPetMyVetPra07Str
Payday 2,2013,Shooter,0.33,0.21,0.0,0.05,0.59,Pay213Sho
Payday 2,2013,Shooter,0.04,0.0,0.0,0.0,0.05,Pay213Sho
Payday 2,2013,Shooter,0.21,0.15,0.0,0.08,0.44,Pay213Sho
Payday 2,2015,Shooter,0.08,0.07,0.0,0.01,0.17,Pay215Sho
Payday 2,2015,Shooter,0.09,0.14,0.0,0.04,0.27,Pay215Sho
Payout Poker & Casino,0,Misc,0.02,0.0,0.0,0.0,0.02,PayPok&Cas0Mis
Pe-Jongju to Manabu Kankokugo DS: Test-Hen,2010,Misc,0.0,0.0,0.02,0.0,0.02,Pe-toManKanDS:Tes10Mis
Peak Performance,1997,Racing,0.02,0.01,0.0,0.0,0.03,PeaPer97Rac
Pebble Beach Golf Links,1994,Sports,0.0,0.0,0.02,0.0,0.02,PebBeaGolLin94Spo
Peggle: Dual Shot,2009,Puzzle,0.11,0.0,0.0,0.01,0.12,PegDuaSho09Puz
Peggle Nights,2008,Puzzle,0.0,0.01,0.0,0.0,0.02,PegNig08Puz
Pen 1 Grand Prix: Penguin no Mondai Special,2009,Fighting,0.0,0.0,0.16,0.0,0.16,Pen1GraPriPennoMonSpe09Fig
Pengo,1983,Adventure,0.38,0.02,0.0,0.0,0.4,Pen83Adv
Penny Racers,1996,Racing,0.0,0.0,0.23,0.02,0.25,PenRac96Rac
Penny Racers,1998,Racing,0.05,0.01,0.0,0.0,0.06,PenRac98Rac
Penny Racers Party: Turbo-Q Speedway,2008,Racing,0.07,0.0,0.0,0.01,0.08,PenRacParTurSpe08Rac
PenPen TriIceLon,1998,Racing,0.0,0.0,0.06,0.0,0.06,PenTri98Rac
Penguin no Mondai: Saikyou Penguin Densetsu! A Penguin's Troubles,2008,Adventure,0.0,0.0,0.29,0.0,0.29,PennoMonSaiPenDenAPenTro08Adv
Penguin no Mondai: The World,2010,Adventure,0.0,0.0,0.1,0.0,0.1,PennoMonTheWor10Adv
Penguin no Mondai X: Tenkuu no 7 Senshi,2009,Action,0.0,0.0,0.19,0.0,0.19,PennoMonX:Tenno7Sen09Act
Penguins of Madagascar,2014,Action,0.0,0.02,0.0,0.0,0.02,PenofMad14Act
Penguins of Madagascar,2014,Action,0.01,0.02,0.0,0.0,0.04,PenofMad14Act
Penguins of Madagascar,2014,Action,0.0,0.06,0.0,0.0,0.07,PenofMad14Act
Peppa Pig: Fun and Games,2010,Misc,0.0,0.12,0.0,0.02,0.13,PepPigFunandGam10Mis
Peppa Pig: Fun and Games,2010,Misc,0.0,0.58,0.0,0.09,0.67,PepPigFunandGam10Mis
Peppa Pig: The Game,2008,Misc,0.0,0.82,0.0,0.06,0.88,PepPigTheGam08Mis
Peppa Pig: The Game,2009,Misc,0.0,0.35,0.0,0.03,0.38,PepPigTheGam09Mis
Peppa Pig: Theme Park Fun,2011,Misc,0.0,0.28,0.0,0.04,0.32,PepPigTheParFun11Mis
Persona 2: Eternal Punishment,2000,Role-Playing,0.03,0.02,0.28,0.02,0.35,Per2:EtePun00Rol
Persona 2: Eternal Punishment,2012,Role-Playing,0.0,0.0,0.05,0.0,0.05,Per2:EtePun12Rol
Persona 4: Arena,2012,Fighting,0.3,0.12,0.24,0.07,0.74,Per4:Are12Fig
Persona 4: Arena,2012,Fighting,0.08,0.02,0.03,0.01,0.13,Per4:Are12Fig
Persona 4: Arena Ultimax,2014,Fighting,0.06,0.01,0.0,0.01,0.08,Per4:AreUlt14Fig
Persona 4: Arena Ultimax,2014,Fighting,0.0,0.01,0.13,0.0,0.14,Per4:AreUlt14Fig
Persona 4: Dancing All Night,2015,Misc,0.13,0.1,0.15,0.07,0.46,Per4:DanAllNig15Mis
Persona 4: Golden,2012,Role-Playing,0.46,0.34,0.38,0.21,1.38,Per4:Gol12Rol
Persona 5,2016,Role-Playing,0.0,0.0,0.1,0.0,0.1,Per516Rol
Persona 5,2016,Role-Playing,0.0,0.0,0.34,0.0,0.34,Per516Rol
Persona,1995,Role-Playing,0.0,0.0,0.42,0.03,0.45,Per95Rol
Period Cube: Torikago no Amadeus,2016,Action,0.0,0.0,0.01,0.0,0.01,PerCubTornoAma16Act
Perfect Dark,2000,Action,1.55,0.75,0.16,0.06,2.52,PerDar00Act
Perfect Dark Zero,2005,Shooter,0.66,0.02,0.03,0.06,0.77,PerDarZer05Sho
Percy Jackson and the Olympians: The Lightning Thief,2010,Role-Playing,0.22,0.01,0.0,0.02,0.25,PerJacandtheOlyTheLigThi10Rol
Persona Q: Shadow of the Labyrinth,2014,Role-Playing,0.33,0.07,0.27,0.04,0.71,PerQ:ShaoftheLab14Rol
Personal Trainer: Cooking,2006,Misc,0.91,1.0,1.03,0.17,3.12,PerTraCoo06Mis
Personal Trainer: Math,2007,Puzzle,0.49,1.12,0.0,0.09,1.7,PerTraMat07Puz
Personal Trainer: Walking,2008,Sports,0.22,0.32,0.17,0.07,0.79,PerTraWal08Spo
Perfect Weapon,1996,Action,0.13,0.09,0.0,0.02,0.23,PerWea96Act
Pet Alien: An Intergalactic Puzzlepalooza,2007,Action,0.03,0.0,0.0,0.0,0.03,PetAliAnIntPuz07Act
Petz Bunnyz,2008,Simulation,0.39,0.01,0.0,0.03,0.43,PetBun08Sim
Petz Bunnyz Bunch,2011,Simulation,0.05,0.0,0.0,0.0,0.06,PetBunBun11Sim
Petz: Catz 2,2006,Simulation,0.18,0.14,0.0,0.05,0.37,PetCat206Sim
Petz: Catz 2,2007,Simulation,0.41,0.01,0.0,0.03,0.45,PetCat207Sim
Petz: Catz 2,2007,Simulation,0.51,0.4,0.0,0.11,1.02,PetCat207Sim
Petz Catz Clan,2008,Simulation,0.48,0.04,0.0,0.04,0.56,PetCatCla08Sim
Petz: Catz Playground,2010,Simulation,0.03,0.0,0.0,0.0,0.04,PetCatPla10Sim
Petz: Crazy Monkeyz,2008,Simulation,0.23,0.0,0.0,0.02,0.26,PetCraMon08Sim
Petz Dogz 2,2007,Simulation,0.28,0.21,0.0,0.07,0.56,PetDog207Sim
Petz Dogz 2,2007,Simulation,0.53,0.01,0.0,0.04,0.58,PetDog207Sim
Petz Dogz 2,2007,Simulation,0.47,0.52,0.0,0.12,1.1,PetDog207Sim
Petz: Dogz Family,2009,Simulation,0.05,0.02,0.0,0.01,0.08,PetDogFam09Sim
Petz Dogz Fashion,2008,Simulation,0.46,0.3,0.0,0.09,0.84,PetDogFas08Sim
Petz: Dogz Pack,2008,Simulation,0.56,0.0,0.0,0.05,0.61,PetDogPac08Sim
Petz: Dogz Talent Show,2009,Simulation,0.14,0.0,0.0,0.01,0.15,PetDogTalSho09Sim
Petz: Dolphinz Encounter,2009,Simulation,0.01,0.01,0.0,0.0,0.03,PetDolEnc09Sim
Petz Fantasy 3D,2011,Simulation,0.07,0.0,0.0,0.0,0.07,PetFan3D11Sim
Petz Fantasy: Moonlight Magic,2010,Simulation,0.11,0.0,0.0,0.01,0.12,PetFanMooMag10Sim
Petz Fantasy: Sunshine Magic,2010,Simulation,0.07,0.0,0.0,0.0,0.08,PetFanSunMag10Sim
Petz Fashion: Dogz & Catz,2009,Simulation,0.1,0.0,0.0,0.01,0.11,PetFasDog&Cat09Sim
Petz: Hamsterz Bunch,2009,Simulation,0.06,0.0,0.0,0.01,0.07,PetHamBun09Sim
Petz: Hamsterz Life 2,2007,Misc,0.48,0.0,0.0,0.04,0.52,PetHamLif207Mis
Petz: Hamsterz Life 2,2007,Misc,0.01,0.0,0.0,0.0,0.01,PetHamLif207Mis
Petz Hamsterz Superstarz,2009,Simulation,0.09,0.0,0.0,0.01,0.1,PetHamSup09Sim
Petz: Horsez 2,2007,Simulation,0.13,0.1,0.0,0.03,0.26,PetHor207Sim
Petz: Horsez 2,2007,Simulation,0.41,0.0,0.0,0.03,0.44,PetHor207Sim
Petz: Horsez 2,2007,Simulation,0.39,0.0,0.0,0.03,0.43,PetHor207Sim
Petz: Horse Club,2008,Misc,0.2,0.0,0.0,0.02,0.22,PetHorClu08Mis
Petz: Horseshoe Ranch,2009,Adventure,0.16,0.0,0.0,0.01,0.17,PetHorRan09Adv
Peter Jacobsen's Golden Tee Golf,2000,Sports,0.07,0.05,0.0,0.01,0.12,PetJacGolTeeGol00Spo
Peter Jackson's King Kong: The Official Game of the Movie,2005,Action,0.19,0.05,0.0,0.01,0.24,PetJacKinKonTheOffGamoftheMov05Act
Peter Jackson's King Kong: The Official Game of the Movie,2005,Action,0.34,0.17,0.0,0.02,0.53,PetJacKinKonTheOffGamoftheMov05Act
Peter Jackson's King Kong: The Official Game of the Movie,2005,Action,0.16,0.01,0.0,0.02,0.19,PetJacKinKonTheOffGamoftheMov05Act
Peter Jackson's King Kong: The Official Game of the Movie,2005,Action,0.12,0.0,0.0,0.01,0.13,PetJacKinKonTheOffGamoftheMov05Act
Peter Jackson's King Kong: The Official Game of the Movie,2005,Action,0.2,0.03,0.0,0.02,0.26,PetJacKinKonTheOffGamoftheMov05Act
Peter Jackson's King Kong: The Official Game of the Movie,2005,Action,0.71,1.02,0.0,0.31,2.04,PetJacKinKonTheOffGamoftheMov05Act
Petz Monkeyz House,2008,Simulation,0.2,0.0,0.0,0.02,0.23,PetMonHou08Sim
Petz Nursery,2009,Simulation,0.53,0.0,0.0,0.04,0.58,PetNur09Sim
Pet Pals: Animal Doctor,2008,Simulation,0.13,0.0,0.0,0.01,0.14,PetPalAniDoc08Sim
Pet Pals: New Leash on Life,2010,Simulation,0.05,0.0,0.0,0.0,0.05,PetPalNewLeaonLif10Sim
Peter Pan in Disney's Return to Never Land,2002,Platform,0.01,0.01,0.0,0.0,0.02,PetPaninDisRettoNevLan02Pla
Petz Pony: Beauty Pageant,2009,Simulation,0.18,0.0,0.0,0.01,0.19,PetPonBeaPag09Sim
Petz Puppyz & Kittenz,2011,Misc,0.12,0.0,0.0,0.01,0.13,PetPup&Kit11Mis
Petz Rescue: Endangered Paradise,2008,Adventure,0.21,0.0,0.0,0.02,0.22,PetResEndPar08Adv
Petz Rescue: Ocean Patrol,2008,Adventure,0.35,0.0,0.0,0.03,0.37,PetResOcePat08Adv
Petz Rescue: Wildlife Vet,2008,Simulation,0.35,0.0,0.0,0.03,0.38,PetResWilVet08Sim
Petz Rescue: Wildlife Vet,2008,Simulation,0.21,0.0,0.0,0.02,0.23,PetResWilVet08Sim
Petz: Saddle Club,2009,Simulation,0.08,0.0,0.0,0.01,0.09,PetSadClu09Sim
